latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,risk_level,risk_score
28.4476,83.3791,300.6,1.7,1.3,2000-12-27,548,Terra,MODIS,35,6.2,289.4,9.9,D,0,Low,0.46279229603451844
28.9025,77.5201,318.1,1.3,1.1,2000-11-11,537,Terra,MODIS,63,6.2,299.7,14.1,D,0,Low,0.4627462730688795
19.0264,95.1914,320.2,2.2,1.4,2000-12-20,406,Terra,MODIS,77,6.2,301.4,33.4,D,0,Low,0.4627265590844613
18.6561,73.8122,315.0,4.4,1.9,2000-12-19,640,Terra,MODIS,63,6.2,302.5,55.4,D,0,Low,0.46256911924121963
19.4076,76.9262,315.6,1.1,1.0,2000-12-13,539,Terra,MODIS,42,6.2,302.1,6.9,D,0,Low,0.46249692363676526
31.816,71.0603,304.8,1.5,1.2,2000-12-19,637,Terra,MODIS,53,6.2,292.6,8.1,D,0,Low,0.4624138859300705
30.6899,72.4806,309.1,1.0,1.0,2000-11-30,607,Terra,MODIS,55,6.2,295.1,6.4,D,0,Low,0.46238361631906055
30.7535,78.9043,311.1,1.0,1.0,2000-12-20,542,Terra,MODIS,41,6.2,295.0,11.6,D,0,Low,0.4623524908280692
33.4722,73.2174,311.1,1.1,1.0,2000-11-28,618,Terra,MODIS,69,6.2,295.0,7.2,D,0,Low,0.4621219179218738
24.2068,82.716,311.6,1.2,1.1,2000-12-29,537,Terra,MODIS,64,6.2,297.1,9.3,D,0,Low,0.46210483631575094
31.468,70.977,306.7,1.0,1.0,2000-12-07,612,Terra,MODIS,34,6.2,293.8,5.7,D,0,Low,0.46196866397049496
25.8899,78.1442,322.2,1.0,1.0,2000-11-25,550,Terra,MODIS,73,6.2,303.0,13.4,D,0,Low,0.4617162515168197
17.7758,77.1927,315.0,1.0,1.0,2000-12-29,539,Terra,MODIS,38,6.2,302.4,5.2,D,0,Low,0.4615852368830364
26.7462,90.8408,307.3,1.3,1.1,2000-12-30,441,Terra,MODIS,64,6.2,292.4,8.4,D,0,Low,0.46151633594568603
29.0557,76.3764,309.7,1.0,1.0,2000-12-09,601,Terra,MODIS,51,6.2,295.4,5.4,D,0,Low,0.4614756642802986
30.7498,73.8108,308.0,1.1,1.0,2000-12-09,600,Terra,MODIS,58,6.2,294.3,6.0,D,0,Low,0.4613572540538492
18.9171,79.3861,314.7,2.3,1.5,2000-12-09,603,Terra,MODIS,52,6.2,301.4,20.4,D,0,Low,0.4611482540517531
27.5921,87.5385,306.2,1.1,1.1,2000-11-01,500,Terra,MODIS,55,6.2,292.1,6.2,D,0,Low,0.4610823885634942
24.1407,82.7533,303.1,1.2,1.1,2000-11-09,1647,Terra,MODIS,53,6.2,292.6,6.7,N,0,Low,0.460933210176013
30.7056,72.5596,305.1,1.1,1.0,2000-12-30,619,Terra,MODIS,53,6.2,293.0,5.1,D,0,Low,0.46091853494682905
31.0886,78.2415,322.0,1.5,1.2,2000-12-22,529,Terra,MODIS,55,6.2,300.9,32.8,D,0,Low,0.4607538345713851
31.5024,75.6434,307.6,1.2,1.1,2000-12-07,612,Terra,MODIS,64,6.2,293.5,7.8,D,0,Low,0.4607128884841237
31.153,73.8186,307.5,1.9,1.3,2000-12-04,542,Terra,MODIS,57,6.2,293.9,11.8,D,0,Low,0.460606343153287
19.6574,77.4932,318.2,1.0,1.0,2000-12-29,539,Terra,MODIS,64,6.2,303.4,8.6,D,0,Low,0.4605624025931012
29.0142,82.8912,314.4,1.5,1.2,2000-11-25,549,Terra,MODIS,63,6.2,296.8,21.5,D,0,Low,0.46054277348863143
22.6202,93.5812,306.1,1.1,1.0,2000-12-21,448,Terra,MODIS,62,6.2,292.9,6.0,D,0,Low,0.46034154726288895
27.1476,68.1329,313.5,1.1,1.0,2000-12-14,620,Terra,MODIS,56,6.2,299.7,7.6,D,0,Low,0.46025045130736036
21.2272,76.5653,313.4,1.2,1.1,2000-12-29,538,Terra,MODIS,52,6.2,300.4,6.8,D,0,Low,0.46023732813180745
17.9661,80.8658,322.4,1.4,1.2,2000-11-02,546,Terra,MODIS,0,6.2,305.7,19.4,D,0,Low,0.4602227563130172
21.6941,76.7955,327.4,1.3,1.1,2000-12-09,602,Terra,MODIS,75,6.2,307.7,24.6,D,0,Low,0.4600331054879866
34.4809,73.8523,300.7,1.3,1.1,2000-11-19,624,Terra,MODIS,33,6.2,289.0,7.5,D,0,Low,0.46002569582870534
21.6329,72.9125,312.3,2.0,1.4,2000-12-29,538,Terra,MODIS,31,6.2,300.3,16.1,D,0,Low,0.4598642122663752
15.7182,76.9021,319.6,1.0,1.0,2000-11-27,540,Terra,MODIS,36,6.2,305.8,6.5,D,0,Low,0.459852924164876
32.3906,73.116,308.6,1.1,1.1,2000-12-09,600,Terra,MODIS,60,6.2,294.2,7.3,D,0,Low,0.4597740161091926
29.3572,77.3052,306.7,1.1,1.1,2000-12-25,601,Terra,MODIS,61,6.2,293.6,6.0,D,0,Low,0.4595126288720655
30.3051,76.878,307.4,1.0,1.0,2000-12-11,548,Terra,MODIS,60,6.2,293.7,5.4,D,0,Low,0.45939929077625274
30.4014,73.3966,312.8,1.4,1.2,2000-11-19,625,Terra,MODIS,61,6.2,297.2,12.4,D,0,Low,0.4589844215792679
26.7707,91.1727,306.8,1.0,1.0,2000-12-19,500,Terra,MODIS,62,6.2,292.2,6.2,D,0,Low,0.4588898586920816
29.6861,77.6213,304.0,1.1,1.0,2000-12-20,542,Terra,MODIS,58,6.2,292.0,5.1,D,0,Low,0.4588137056828294
20.8351,79.3499,319.1,1.0,1.0,2000-12-29,538,Terra,MODIS,71,6.2,303.2,10.1,D,0,Low,0.4586482087841319
31.9177,77.1672,306.9,1.1,1.0,2000-12-25,600,Terra,MODIS,59,6.2,292.8,8.8,D,0,Low,0.4585558913237352
19.4121,75.1338,320.2,1.0,1.0,2000-11-25,551,Terra,MODIS,60,6.2,305.1,8.2,D,0,Low,0.45844738506283506
32.2743,72.4514,303.9,1.5,1.2,2000-12-02,554,Terra,MODIS,38,6.2,291.9,6.3,D,0,Low,0.4583978061944795
14.349,75.9185,315.4,1.6,1.3,2000-12-15,528,Terra,MODIS,53,6.2,304.3,11.5,D,0,Low,0.4582631944752388
21.2341,73.3793,320.2,1.6,1.3,2000-12-14,621,Terra,MODIS,61,6.2,304.7,21.6,D,0,Low,0.4582066396105236
21.6544,76.7444,324.9,1.0,1.0,2000-11-25,551,Terra,MODIS,69,6.2,306.5,12.1,D,0,Low,0.45816045955400214
31.7972,74.2765,305.8,1.0,1.0,2000-11-30,606,Terra,MODIS,52,6.2,292.8,4.5,D,0,Low,0.45810954350247013
25.0985,68.5274,314.2,1.0,1.0,2000-11-19,627,Terra,MODIS,27,6.2,300.9,5.7,D,0,Low,0.45810557416340913
19.4741,77.0171,326.1,1.5,1.2,2000-12-25,603,Terra,MODIS,72,6.2,307.9,27.6,D,0,Low,0.4580034170894882
28.9404,76.4119,305.4,1.0,1.0,2000-12-18,555,Terra,MODIS,29,6.2,293.3,3.9,D,0,Low,0.4579623174943781
30.3662,76.828,314.7,1.0,1.0,2000-11-25,548,Terra,MODIS,69,6.2,297.7,9.7,D,0,Low,0.457667995431202
18.7392,95.2677,314.8,1.1,1.0,2000-12-09,425,Terra,MODIS,69,6.2,298.9,10.1,D,0,Low,0.4575496904618133
37.1336,68.1446,313.6,1.0,1.0,2000-11-01,636,Terra,MODIS,37,6.2,296.1,7.5,D,0,Low,0.4573309052738147
32.307,71.5033,307.4,1.1,1.0,2000-12-21,625,Terra,MODIS,53,6.2,294.0,6.0,D,0,Low,0.4573028189870605
31.2267,72.5935,308.1,1.0,1.0,2000-12-23,613,Terra,MODIS,58,6.2,294.6,6.3,D,0,Low,0.45717951964167997
25.2807,68.9243,315.5,1.3,1.1,2000-11-30,608,Terra,MODIS,55,6.2,301.5,11.1,D,0,Low,0.4570878845024571
28.5552,79.3943,303.8,1.0,1.0,2000-12-20,542,Terra,MODIS,54,6.2,292.1,3.8,D,0,Low,0.45703307437695
26.6054,95.1129,305.4,1.0,1.0,2000-12-14,441,Terra,MODIS,61,6.2,290.9,7.3,D,0,Low,0.45698970255235594
23.6765,86.1026,309.8,1.0,1.0,2000-12-17,513,Terra,MODIS,27,6.2,296.0,4.3,D,2,Low,0.45696371268898095
25.3183,87.6472,304.1,2.4,1.5,2000-12-13,537,Terra,MODIS,0,6.2,292.0,16.4,D,0,Low,0.4569263774722766
24.202,82.7137,305.9,1.6,1.2,2000-12-26,507,Terra,MODIS,51,6.2,294.3,7.4,D,2,Low,0.4568263206225925
29.5832,74.492,325.0,1.1,1.1,2000-11-05,614,Terra,MODIS,72,6.2,304.0,17.1,D,0,Low,0.45670400929837673
24.7903,68.5355,315.5,1.1,1.0,2000-12-23,614,Terra,MODIS,57,6.2,301.8,8.1,D,0,Low,0.4563544807439302
17.0411,74.2638,318.4,1.0,1.0,2000-11-25,552,Terra,MODIS,50,6.2,305.3,5.4,D,0,Low,0.4563344640266022
31.3916,72.7948,308.0,1.0,1.0,2000-11-30,606,Terra,MODIS,49,6.2,294.5,5.5,D,0,Low,0.4561798561764382
19.1595,76.2502,322.4,1.0,1.0,2000-11-02,546,Terra,MODIS,61,6.2,306.3,8.6,D,0,Low,0.4561340420493786
21.7615,78.7134,318.8,1.8,1.3,2000-12-09,602,Terra,MODIS,66,6.2,302.9,23.1,D,0,Low,0.4560560041764477
31.3063,72.6732,302.7,1.7,1.3,2000-12-27,548,Terra,MODIS,52,6.2,291.7,8.2,D,0,Low,0.45597547556768225
23.7217,92.7241,300.6,1.3,1.1,2000-12-19,500,Terra,MODIS,19,6.2,289.9,3.6,D,0,Low,0.4558602427619214
27.4889,68.2768,312.8,1.2,1.1,2000-11-21,614,Terra,MODIS,31,6.2,299.4,5.2,D,0,Low,0.4557607050989488
30.9959,72.9989,307.0,1.1,1.1,2000-12-09,600,Terra,MODIS,47,6.2,294.1,5.8,D,0,Low,0.45567187419183675
32.8873,72.6808,306.6,2.2,1.4,2000-12-26,643,Terra,MODIS,60,6.2,293.2,15.0,D,0,Low,0.4556665971365278
21.2685,76.8066,324.6,1.1,1.1,2000-12-18,557,Terra,MODIS,72,6.2,306.6,17.1,D,0,Low,0.45544295068812696
30.0524,72.8816,315.0,1.0,1.0,2000-11-14,607,Terra,MODIS,61,6.2,298.8,8.6,D,0,Low,0.4554269495218552
21.3875,73.1122,319.4,1.9,1.4,2000-12-29,538,Terra,MODIS,68,6.2,304.4,24.5,D,0,Low,0.45526582144089767
27.7676,80.3687,310.1,1.6,1.2,2000-12-08,518,Terra,MODIS,61,6.2,295.7,10.1,D,0,Low,0.45523616562352776
25.1897,84.018,313.0,1.1,1.1,2000-12-01,513,Terra,MODIS,67,6.2,297.6,9.0,D,0,Low,0.4551895041779256
21.6037,72.978,317.0,1.1,1.0,2000-12-02,557,Terra,MODIS,54,6.2,303.1,8.5,D,0,Low,0.45496427222445596
22.7914,86.2054,303.1,1.3,1.1,2000-11-07,1658,Terra,MODIS,53,6.2,292.8,7.9,N,0,Low,0.45493023321302556
29.4483,77.1997,303.5,1.3,1.1,2000-12-13,536,Terra,MODIS,40,6.2,292.1,5.4,D,0,Low,0.4547719683506405
16.5747,74.8255,313.1,1.1,1.0,2000-12-18,558,Terra,MODIS,48,6.2,302.6,5.7,D,0,Low,0.4547284993324179
20.8698,73.3289,320.1,1.1,1.0,2000-11-14,610,Terra,MODIS,62,6.2,305.0,9.0,D,0,Low,0.4547152719498099
32.8369,74.1456,309.7,1.0,1.0,2000-12-23,612,Terra,MODIS,68,6.2,294.7,6.6,D,0,Low,0.45467490585667514
21.1178,73.0376,320.0,1.2,1.1,2000-11-25,551,Terra,MODIS,58,6.2,304.9,11.6,D,0,Low,0.4546659955842272
25.1,68.5175,314.8,1.0,1.0,2000-11-19,627,Terra,MODIS,42,6.2,301.4,6.7,D,0,Low,0.4546013073547429
22.6252,93.5648,305.0,1.0,1.0,2000-12-23,436,Terra,MODIS,60,6.2,292.6,5.8,D,0,Low,0.4545826194917444
33.0553,74.2184,303.2,1.5,1.2,2000-12-27,547,Terra,MODIS,53,6.2,291.1,8.8,D,0,Low,0.4545466848478477
30.9095,70.8774,305.2,1.0,1.0,2000-12-23,613,Terra,MODIS,40,6.2,293.6,5.1,D,0,Low,0.4545191865044509
19.739,73.5441,314.7,1.0,1.0,2000-12-02,557,Terra,MODIS,51,6.2,302.5,6.5,D,0,Low,0.45443365262532986
27.671,80.5502,306.1,1.2,1.1,2000-12-15,524,Terra,MODIS,50,6.2,293.6,6.0,D,0,Low,0.4543862215469038
30.1522,77.2613,303.6,1.0,1.0,2000-12-18,554,Terra,MODIS,51,6.2,291.9,3.9,D,0,Low,0.4543501484777605
24.3919,68.9416,314.6,1.0,1.0,2000-11-28,621,Terra,MODIS,51,6.2,301.5,7.2,D,0,Low,0.45430375680167095
19.4134,75.1244,319.8,1.0,1.0,2000-11-25,551,Terra,MODIS,58,6.2,305.1,7.5,D,0,Low,0.4542461168022861
31.1981,75.7839,309.6,1.0,1.0,2000-12-09,600,Terra,MODIS,66,6.2,295.0,6.5,D,0,Low,0.45424490276521945
23.853,72.0592,321.0,1.0,1.0,2000-12-16,608,Terra,MODIS,70,6.2,304.6,9.6,D,0,Low,0.45421934185640706
27.6945,91.6687,301.0,1.0,1.0,2000-11-03,448,Terra,MODIS,25,6.2,288.9,5.0,D,0,Low,0.4536636004244509
16.5349,73.7008,315.4,1.7,1.3,2000-12-23,616,Terra,MODIS,53,6.2,304.1,12.1,D,0,Low,0.4535612206963362
26.3728,94.7699,307.0,1.0,1.0,2000-11-28,441,Terra,MODIS,44,6.2,292.1,6.1,D,0,Low,0.4533449626400386
30.5125,74.54,307.3,1.0,1.0,2000-12-25,600,Terra,MODIS,65,6.2,294.3,5.9,D,0,Low,0.4531297658358708
31.0458,73.5111,304.0,1.5,1.2,2000-12-27,548,Terra,MODIS,58,6.2,292.5,7.8,D,0,Low,0.453055314051401
24.2024,82.7173,312.4,1.0,1.0,2000-11-29,525,Terra,MODIS,63,6.2,298.0,7.2,D,2,Low,0.4529796460197102
31.0666,77.9806,301.2,1.0,1.0,2000-11-09,549,Terra,MODIS,35,6.2,290.2,4.0,D,0,Low,0.45295980138546305
21.4266,83.0994,315.2,1.0,1.0,2000-12-31,526,Terra,MODIS,67,6.2,300.5,7.1,D,0,Low,0.45294864371205207
30.9392,73.4326,308.5,1.1,1.0,2000-12-09,600,Terra,MODIS,57,6.2,295.0,6.6,D,0,Low,0.4527416787352659
18.7872,73.1317,322.3,1.4,1.2,2000-12-23,616,Terra,MODIS,67,6.2,307.1,16.9,D,0,Low,0.4526561878379067
28.0703,90.1804,307.0,1.2,1.1,2000-12-17,511,Terra,MODIS,27,6.2,292.3,9.6,D,0,Low,0.4526174152661241
19.1331,75.35,319.4,2.1,1.4,2000-12-15,527,Terra,MODIS,54,6.2,305.0,23.9,D,0,Low,0.45252119935613716
30.5664,74.9874,302.6,1.1,1.0,2000-12-18,554,Terra,MODIS,50,6.2,291.7,4.4,D,0,Low,0.4525134636358576
26.6717,93.254,305.7,1.0,1.0,2000-11-19,448,Terra,MODIS,0,6.2,291.6,6.2,D,0,Low,0.45245581181161915
19.1455,72.8356,322.4,1.1,1.0,2000-11-14,610,Terra,MODIS,70,6.2,307.1,11.0,D,0,Low,0.45234250532111425
32.3891,73.1281,307.9,1.1,1.1,2000-12-09,600,Terra,MODIS,58,6.2,294.2,6.7,D,0,Low,0.45232191938444033
29.547,77.2879,306.4,2.6,1.5,2000-12-05,625,Terra,MODIS,51,6.2,293.7,20.4,D,0,Low,0.45232005134430214
32.081,75.7043,306.3,1.2,1.1,2000-12-11,548,Terra,MODIS,63,6.2,293.0,6.9,D,0,Low,0.45222770097948517
29.0688,78.5742,302.3,1.0,1.0,2000-12-20,542,Terra,MODIS,48,6.2,291.5,3.5,D,0,Low,0.4519525445516131
29.2376,76.5173,308.6,1.2,1.1,2000-12-20,542,Terra,MODIS,60,6.2,295.2,6.9,D,0,Low,0.4517854598599627
30.7807,72.1044,307.1,1.0,1.0,2000-12-14,619,Terra,MODIS,48,6.2,294.6,5.1,D,0,Low,0.4516643403215072
24.144,82.7602,320.8,1.0,1.0,2000-11-13,526,Terra,MODIS,68,6.2,302.6,12.5,D,0,Low,0.4516423828075795
29.4279,77.1971,304.5,2.0,1.4,2000-12-14,619,Terra,MODIS,51,6.2,292.8,11.5,D,0,Low,0.45148546590616534
29.2044,77.5972,308.9,1.0,1.0,2000-12-18,554,Terra,MODIS,64,6.2,295.2,6.2,D,0,Low,0.451465664822609
14.472,79.9382,316.4,1.8,1.3,2000-11-25,553,Terra,MODIS,0,6.2,304.4,21.6,D,0,Low,0.4514224485394145
31.6774,73.0312,306.9,1.1,1.1,2000-12-09,600,Terra,MODIS,49,6.2,294.0,6.3,D,0,Low,0.4513315389217235
17.2377,96.2421,314.2,1.1,1.0,2000-12-18,419,Terra,MODIS,61,6.2,299.3,8.1,D,0,Low,0.45121886049889487
31.3179,75.0609,315.1,1.0,1.0,2000-11-30,606,Terra,MODIS,71,6.2,298.2,9.7,D,0,Low,0.4511252262128555
21.2318,75.6838,327.5,1.2,1.1,2000-11-07,604,Terra,MODIS,71,6.2,308.6,16.3,D,0,Low,0.45109963469976
25.8555,68.9407,330.4,1.0,1.0,2000-11-03,627,Terra,MODIS,76,6.2,309.6,18.6,D,2,Low,0.4510950719461444
26.8091,95.2972,303.4,2.2,1.4,2000-12-26,505,Terra,MODIS,48,6.2,290.0,15.6,D,0,Low,0.45091194952082253
28.7925,77.5496,305.2,1.5,1.2,2000-12-22,530,Terra,MODIS,50,6.2,293.4,7.1,D,0,Low,0.4508312471998295
30.0856,80.5888,312.9,1.3,1.1,2000-12-18,554,Terra,MODIS,46,6.2,296.5,16.1,D,0,Low,0.4507960700100933
29.0953,76.176,305.5,1.1,1.0,2000-12-27,548,Terra,MODIS,54,6.2,293.7,4.8,D,0,Low,0.4507625052904493
19.1438,72.8458,321.5,1.1,1.0,2000-11-14,610,Terra,MODIS,68,6.2,306.7,9.8,D,0,Low,0.4506934099187072
25.6516,78.1285,324.5,1.0,1.0,2000-11-18,544,Terra,MODIS,74,6.2,304.9,12.8,D,0,Low,0.4505720403453473
25.207,69.1685,318.3,2.0,1.4,2000-12-02,556,Terra,MODIS,65,6.2,303.3,26.3,D,0,Low,0.4503662060838986
30.3128,76.8904,308.4,1.0,1.0,2000-12-11,548,Terra,MODIS,43,6.2,294.7,5.9,D,0,Low,0.4501884001501204
17.9758,73.6076,316.8,1.0,1.0,2000-12-18,558,Terra,MODIS,51,6.2,304.5,9.8,D,0,Low,0.45018554326303634
30.0694,73.3055,310.0,1.0,1.0,2000-12-07,613,Terra,MODIS,45,6.2,296.3,5.7,D,0,Low,0.4500751256217651
20.8546,73.1212,315.5,1.2,1.1,2000-12-27,551,Terra,MODIS,43,6.2,302.8,9.1,D,0,Low,0.45002278199620543
30.4557,73.3465,306.2,1.2,1.1,2000-12-14,619,Terra,MODIS,49,6.2,294.1,5.4,D,0,Low,0.4500190833121624
28.6579,76.5681,314.9,1.0,1.0,2000-11-16,555,Terra,MODIS,39,6.2,298.9,6.7,D,0,Low,0.4500022515240225
28.0393,80.1953,304.7,1.3,1.1,2000-12-15,524,Terra,MODIS,41,6.2,293.0,6.1,D,0,Low,0.4498117326500485
28.9943,77.2474,308.5,1.7,1.3,2000-12-06,530,Terra,MODIS,53,6.2,295.2,10.9,D,0,Low,0.4498027135585708
33.3678,73.2748,305.8,1.1,1.0,2000-12-30,618,Terra,MODIS,62,6.2,292.8,5.5,D,0,Low,0.4497966778773823
20.3032,72.902,315.2,1.3,1.1,2000-12-23,615,Terra,MODIS,36,6.2,302.9,8.9,D,0,Low,0.44977738592892347
17.6132,75.7729,317.2,1.0,1.0,2000-12-27,552,Terra,MODIS,45,6.2,304.5,6.3,D,0,Low,0.4497191919676412
31.2872,72.4086,314.8,1.2,1.1,2000-11-19,625,Terra,MODIS,63,6.2,298.6,11.2,D,0,Low,0.44952369340679693
31.8491,70.8401,308.9,1.0,1.0,2000-12-05,624,Terra,MODIS,39,6.2,295.5,6.3,D,0,Low,0.44942871236924514
18.6553,73.822,316.7,1.0,1.0,2000-11-16,558,Terra,MODIS,30,6.2,304.2,4.6,D,0,Low,0.44942708400790676
27.2281,89.6366,302.3,3.3,1.7,2000-12-25,423,Terra,MODIS,41,6.2,290.3,28.8,D,0,Low,0.4494246221515219
28.0691,80.5678,310.0,1.0,1.0,2000-11-27,537,Terra,MODIS,60,6.2,295.8,6.2,D,0,Low,0.44942329795833874
28.9927,77.2533,307.9,1.7,1.3,2000-12-06,530,Terra,MODIS,34,6.2,294.9,9.2,D,0,Low,0.4494082732960907
25.1078,68.3811,313.9,1.0,1.0,2000-11-28,621,Terra,MODIS,42,6.2,301.2,6.9,D,0,Low,0.44939019881193853
29.7935,72.7072,303.6,1.1,1.1,2000-12-30,619,Terra,MODIS,45,6.2,293.1,3.6,D,0,Low,0.44938716519535354
25.6669,68.8087,311.1,1.4,1.2,2000-12-19,639,Terra,MODIS,46,6.2,299.4,8.6,D,0,Low,0.4493344957901694
29.9348,82.0353,307.7,1.0,1.0,2000-11-11,536,Terra,MODIS,38,6.2,293.6,9.6,D,0,Low,0.4490392669322253
30.8511,75.9596,314.5,1.3,1.1,2000-11-02,542,Terra,MODIS,65,6.2,298.0,11.1,D,0,Low,0.44897489458119566
29.582,77.6501,307.1,1.4,1.2,2000-11-30,607,Terra,MODIS,57,6.2,294.2,9.3,D,0,Low,0.44888577812106584
30.0352,73.3921,305.8,1.1,1.0,2000-12-25,601,Terra,MODIS,52,6.2,294.1,4.4,D,0,Low,0.44880892524851096
29.1132,81.9312,306.7,1.3,1.1,2000-11-09,549,Terra,MODIS,24,6.2,293.4,11.7,D,0,Low,0.4487833493914273
27.6231,80.5006,307.0,1.2,1.1,2000-12-11,549,Terra,MODIS,51,6.2,294.4,6.0,D,0,Low,0.4487210673412868
29.6496,78.4679,305.7,1.2,1.1,2000-12-29,536,Terra,MODIS,61,6.2,293.3,6.2,D,0,Low,0.44851017624635287
31.948,73.0228,301.8,1.1,1.1,2000-12-25,600,Terra,MODIS,36,6.2,291.3,3.4,D,0,Low,0.44847681975964726
26.6403,79.4893,306.7,1.6,1.3,2000-12-25,601,Terra,MODIS,34,6.2,294.8,8.2,D,0,Low,0.4484678206482963
21.0993,81.4798,317.9,1.1,1.1,2000-12-13,538,Terra,MODIS,69,6.2,302.6,11.0,D,0,Low,0.44822021428406816
16.2452,73.8484,317.5,1.0,1.0,2000-12-27,552,Terra,MODIS,37,6.2,305.6,8.1,D,0,Low,0.44816084059630895
21.1865,81.4127,314.3,3.0,1.6,2000-11-26,456,Terra,MODIS,55,6.2,300.6,29.9,D,0,Low,0.4480874549294788
30.2536,72.1863,311.8,1.2,1.1,2000-12-09,600,Terra,MODIS,63,6.2,297.5,7.8,D,0,Low,0.4480085491041272
31.2976,75.6091,305.5,1.2,1.1,2000-12-11,548,Terra,MODIS,59,6.2,293.1,6.4,D,0,Low,0.44799095605013467
26.1633,69.0226,315.5,1.8,1.3,2000-11-24,645,Terra,MODIS,44,6.2,301.6,19.0,D,0,Low,0.44779121333762717
21.2388,76.8752,318.1,1.1,1.1,2000-11-16,557,Terra,MODIS,48,6.2,303.5,10.0,D,0,Low,0.44776759529683835
30.6876,72.7254,305.2,1.1,1.1,2000-12-09,600,Terra,MODIS,29,6.2,293.7,4.5,D,0,Low,0.44775955238477533
31.6823,73.337,307.2,1.1,1.1,2000-12-14,618,Terra,MODIS,56,6.2,294.3,5.7,D,0,Low,0.44753034505911893
19.4518,77.643,320.4,1.2,1.1,2000-12-22,533,Terra,MODIS,67,6.2,305.3,10.1,D,0,Low,0.4474408119585296
22.6445,76.5196,325.0,2.0,1.4,2000-11-21,615,Terra,MODIS,56,6.2,306.7,38.3,D,0,Low,0.44744036769565465
26.3094,68.1468,311.7,1.0,1.0,2000-11-28,620,Terra,MODIS,36,6.2,299.7,5.8,D,0,Low,0.4474354577344534
29.4566,79.5721,309.3,3.0,1.7,2000-11-08,506,Terra,MODIS,64,6.2,295.1,38.7,D,0,Low,0.44737637424529036
19.7125,77.6984,322.5,1.7,1.3,2000-12-25,603,Terra,MODIS,72,6.2,306.3,26.8,D,0,Low,0.44713463872107684
19.4239,75.053,314.1,1.0,1.0,2000-12-02,557,Terra,MODIS,51,6.2,302.4,6.1,D,0,Low,0.4471199040074992
27.138,81.3676,315.7,1.0,1.0,2000-11-20,531,Terra,MODIS,66,6.2,299.2,8.8,D,0,Low,0.44705674035323617
24.4661,68.0102,314.4,1.0,1.0,2000-11-19,627,Terra,MODIS,37,6.2,301.9,6.6,D,0,Low,0.4470405908716085
18.6489,73.8206,318.5,1.1,1.0,2000-11-25,552,Terra,MODIS,32,6.2,305.3,5.4,D,0,Low,0.44689956452405905
28.1816,77.74,303.7,1.2,1.1,2000-12-29,536,Terra,MODIS,41,6.2,293.0,4.8,D,0,Low,0.44679773895418823
29.5344,77.3227,309.9,1.0,1.0,2000-11-25,549,Terra,MODIS,57,6.2,295.9,7.0,D,0,Low,0.4467566646264188
26.0737,94.4481,307.6,2.0,1.4,2000-12-26,506,Terra,MODIS,66,6.2,292.9,21.2,D,0,Low,0.4466404264099255
19.3649,77.1625,317.9,1.6,1.2,2000-12-25,603,Terra,MODIS,62,6.2,304.1,15.8,D,0,Low,0.4465978332671703
31.0052,73.007,305.4,1.1,1.0,2000-12-14,619,Terra,MODIS,18,6.2,293.7,3.9,D,0,Low,0.44654555840653976
32.0712,74.6893,308.4,1.6,1.2,2000-11-19,625,Terra,MODIS,61,6.2,294.6,9.6,D,0,Low,0.446532591698213
29.7062,80.6686,311.3,1.1,1.0,2000-12-22,530,Terra,MODIS,34,6.2,296.0,9.4,D,0,Low,0.4465256441806717
28.8107,79.4838,309.7,1.0,1.0,2000-11-27,536,Terra,MODIS,63,6.2,295.7,5.0,D,0,Low,0.44650892209876286
25.8562,68.942,324.2,1.2,1.1,2000-11-10,633,Terra,MODIS,64,6.2,306.5,14.1,D,2,Low,0.4465003970445822
31.1899,72.2457,303.6,1.2,1.1,2000-12-25,600,Terra,MODIS,38,6.2,292.8,4.2,D,0,Low,0.4464251459840208
15.5912,75.3128,314.9,1.0,1.0,2000-12-20,546,Terra,MODIS,52,6.2,304.3,5.3,D,0,Low,0.44604771111095526
17.5674,75.6507,321.8,1.0,1.0,2000-12-27,552,Terra,MODIS,67,6.2,307.2,9.4,D,0,Low,0.4460336035455463
30.0926,72.3764,308.8,1.9,1.4,2000-12-19,637,Terra,MODIS,61,6.2,296.0,14.5,D,0,Low,0.44592334146566814
29.2568,77.1628,302.7,1.3,1.1,2000-12-29,536,Terra,MODIS,51,6.2,292.2,4.5,D,0,Low,0.4459143819037809
24.1406,82.7592,306.5,1.1,1.0,2000-12-24,519,Terra,MODIS,46,6.2,295.2,4.9,D,0,Low,0.4458881900800487
32.8999,72.6844,305.3,2.2,1.4,2000-12-26,643,Terra,MODIS,46,6.2,293.0,12.1,D,0,Low,0.44582609056866485
20.8682,73.3393,319.8,1.1,1.0,2000-11-14,610,Terra,MODIS,61,6.2,305.3,8.5,D,0,Low,0.4456224862946109
32.8351,74.1565,308.1,1.0,1.0,2000-12-23,612,Terra,MODIS,65,6.2,294.3,5.6,D,0,Low,0.4455841309235368
30.4413,77.0242,306.8,1.0,1.0,2000-12-11,548,Terra,MODIS,64,6.2,294.0,5.3,D,0,Low,0.4455825816030912
31.605,77.492,301.1,1.4,1.2,2000-12-29,535,Terra,MODIS,30,6.2,290.4,10.4,D,0,Low,0.44534893911447526
