latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,risk_level,risk_score
26.5821,68.0599,322.8,1.0,1.0,2000-12-05,626,Terra,MODIS,72,6.2,300.1,14.7,D,0,High,0.5559162648031738
32.2469,72.3923,302.4,1.0,1.0,2000-12-07,612,Terra,MODIS,48,6.2,286.2,4.0,D,0,High,0.5558521685232489
29.0745,82.0494,318.8,1.0,1.0,2000-12-29,536,Terra,MODIS,53,6.2,294.5,18.2,D,0,High,0.5558254433255079
18.4921,74.8077,300.9,1.0,1.0,2000-12-03,1734,Terra,MODIS,35,6.2,290.2,4.5,N,0,High,0.5557314559861165
26.6676,95.059,311.6,2.2,1.4,2000-12-27,410,Terra,MODIS,72,6.2,289.2,29.5,D,0,High,0.5556340850338862
30.0841,81.357,306.0,1.9,1.3,2000-11-07,601,Terra,MODIS,37,6.2,287.4,17.1,D,0,High,0.5546260470157631
20.9884,76.1025,338.7,1.3,1.1,2000-11-07,604,Terra,MODIS,85,6.2,309.4,39.0,D,0,High,0.5542319186175934
21.7925,72.6469,300.1,1.0,1.0,2000-12-26,1741,Terra,MODIS,15,6.2,289.0,5.3,N,0,High,0.5536798823301927
19.0646,76.2833,304.4,1.4,1.2,2000-11-05,1710,Terra,MODIS,60,6.2,291.7,9.4,N,0,High,0.5536770964754285
28.4869,70.1922,313.6,1.4,1.2,2000-12-25,601,Terra,MODIS,63,6.2,294.2,16.5,D,0,High,0.5525748100604178
29.4473,82.2323,304.5,1.7,1.3,2000-11-16,555,Terra,MODIS,47,6.2,286.8,15.7,D,0,High,0.5522831243300167
24.9007,68.3593,316.3,1.3,1.1,2000-12-19,639,Terra,MODIS,64,6.2,297.4,15.7,D,0,High,0.5515698068344246
21.9028,72.755,300.9,1.0,1.0,2000-12-10,1741,Terra,MODIS,35,6.2,289.5,5.5,N,2,High,0.5511179513609481
27.8122,90.6568,301.5,1.0,1.0,2000-11-10,454,Terra,MODIS,21,6.2,284.4,5.1,D,0,High,0.5508875284064053
21.0635,73.2225,326.8,1.0,1.0,2000-12-02,557,Terra,MODIS,77,6.2,303.7,18.6,D,0,High,0.5505828968261418
29.5259,81.5117,304.3,1.0,1.0,2000-12-29,536,Terra,MODIS,39,6.2,286.9,7.5,D,0,High,0.5505061570900968
21.6066,74.3489,332.4,1.3,1.1,2000-12-20,544,Terra,MODIS,82,6.2,306.3,32.9,D,0,High,0.5501762581473085
21.7987,76.9205,303.6,1.0,1.0,2000-12-14,1716,Terra,MODIS,56,6.2,290.3,7.2,N,0,High,0.5501337245788609
17.0111,81.803,319.4,1.4,1.2,2000-11-08,509,Terra,MODIS,59,6.2,299.8,12.1,D,0,High,0.549376816842092
24.2035,82.713,302.3,1.0,1.0,2000-12-09,1658,Terra,MODIS,48,6.2,287.7,7.3,N,2,High,0.549193139700156
33.1462,76.3215,314.1,1.2,1.1,2000-11-05,613,Terra,MODIS,71,6.2,291.8,15.7,D,0,High,0.5487796839635384
13.1838,75.2284,315.4,1.2,1.1,2000-12-18,559,Terra,MODIS,66,6.2,300.3,12.8,D,0,High,0.5487523385784062
17.1694,80.3962,314.5,1.0,1.0,2000-12-31,527,Terra,MODIS,59,6.2,297.4,7.1,D,0,High,0.5485786196975342
12.4014,77.1185,313.2,1.1,1.0,2000-12-20,547,Terra,MODIS,61,6.2,299.1,7.3,D,0,High,0.5485081993626829
36.0505,74.2129,305.0,1.2,1.1,2000-11-19,624,Terra,MODIS,30,6.2,286.2,8.3,D,0,High,0.5483888356424441
26.6422,79.4728,309.4,1.4,1.2,2000-11-03,1724,Terra,MODIS,77,6.2,291.2,15.7,N,0,High,0.5483701365387422
25.1871,68.9136,317.5,1.8,1.3,2000-11-24,645,Terra,MODIS,57,6.2,298.0,22.6,D,0,High,0.5480918622426775
24.1419,82.7558,302.0,1.6,1.3,2000-11-12,1717,Terra,MODIS,46,6.2,287.6,11.7,N,0,High,0.5480854676853342
25.1936,69.3146,313.1,1.0,1.0,2000-12-30,620,Terra,MODIS,67,6.2,295.6,8.1,D,0,High,0.5478388291243428
19.3237,75.8833,322.0,2.7,1.6,2000-11-28,622,Terra,MODIS,72,6.2,301.4,45.6,D,0,High,0.547366837100116
12.6727,77.6891,314.2,1.1,1.1,2000-12-20,547,Terra,MODIS,61,6.2,299.5,7.7,D,0,High,0.5471980751088874
33.6815,74.7096,309.5,1.2,1.1,2000-11-12,619,Terra,MODIS,63,6.2,289.5,13.6,D,0,High,0.5469580695212155
29.9192,72.6821,314.1,1.1,1.1,2000-12-30,619,Terra,MODIS,72,6.2,293.8,12.0,D,0,High,0.5465058635681447
13.0829,76.396,323.8,1.0,1.0,2000-12-20,547,Terra,MODIS,77,6.2,304.8,13.4,D,0,High,0.5459739881614368
26.6797,91.024,318.7,2.3,1.5,2000-12-15,524,Terra,MODIS,79,6.2,294.2,49.9,D,0,High,0.5456973410003502
31.0071,72.9956,315.8,1.1,1.0,2000-12-14,619,Terra,MODIS,71,6.2,294.3,12.8,D,0,High,0.5454235918215192
32.8134,74.4213,305.4,2.3,1.5,2000-11-17,637,Terra,MODIS,42,6.2,287.8,12.3,D,0,High,0.5444668800248135
25.3991,68.7728,328.6,1.4,1.2,2000-11-01,639,Terra,MODIS,73,6.2,304.1,29.4,D,0,High,0.5444346092802267
19.1181,77.0013,315.1,1.1,1.0,2000-12-29,539,Terra,MODIS,59,6.2,297.8,8.6,D,0,High,0.5443012524499314
21.8149,73.0695,305.1,1.0,1.0,2000-11-08,1742,Terra,MODIS,63,6.2,292.1,6.3,N,0,High,0.5440348200880937
28.4709,83.1373,311.1,1.3,1.1,2000-12-17,512,Terra,MODIS,71,6.2,291.0,17.7,D,0,High,0.5437120276047499
25.8544,68.9433,308.2,1.0,1.0,2000-11-06,1755,Terra,MODIS,74,6.2,293.0,8.5,N,2,High,0.5433283565094869
29.6355,82.2201,304.5,1.7,1.3,2000-11-16,555,Terra,MODIS,35,6.2,287.2,12.1,D,0,High,0.5431990092373631
22.5217,93.4905,307.8,1.0,1.0,2000-12-14,442,Terra,MODIS,66,6.2,289.7,8.9,D,0,High,0.5429476956532442
20.2048,73.7072,325.8,1.0,1.0,2000-11-23,604,Terra,MODIS,63,6.2,303.8,15.0,D,0,High,0.5428871585238814
24.9971,71.6859,330.4,1.1,1.1,2000-12-09,602,Terra,MODIS,78,6.2,304.8,22.8,D,0,High,0.5428633112773648
19.2277,73.1997,301.9,1.0,1.0,2000-12-03,1734,Terra,MODIS,45,6.2,291.4,4.7,N,0,High,0.5428379816800522
29.4444,82.2381,300.8,1.7,1.3,2000-11-16,555,Terra,MODIS,17,6.2,285.3,11.4,D,0,High,0.5427218055755032
31.0829,78.2626,306.4,1.5,1.2,2000-12-22,529,Terra,MODIS,46,6.2,288.4,13.6,D,0,High,0.5427058811299198
21.1833,72.9781,303.2,1.4,1.2,2000-11-06,1754,Terra,MODIS,54,6.2,291.4,7.9,N,0,High,0.5426187987050215
28.9626,82.0718,316.7,2.6,1.5,2000-11-17,500,Terra,MODIS,72,6.2,294.0,53.7,D,0,High,0.5424987223042094
9.2767,77.0592,312.4,1.0,1.0,2000-12-13,541,Terra,MODIS,32,6.2,300.2,7.9,D,0,High,0.5419358062001012
24.9774,68.4139,318.6,1.1,1.1,2000-11-26,633,Terra,MODIS,59,6.2,299.1,12.1,D,0,High,0.5419080702507355
13.8947,75.7114,317.5,2.1,1.4,2000-12-24,522,Terra,MODIS,67,6.2,301.4,23.1,D,0,High,0.5418876132369259
25.5007,68.5863,321.8,1.1,1.1,2000-11-21,615,Terra,MODIS,67,6.2,300.6,15.6,D,0,High,0.5416649868823913
17.8606,75.0587,325.8,1.3,1.1,2000-12-13,539,Terra,MODIS,75,6.2,304.5,23.7,D,0,High,0.5415261824677542
17.057,81.6077,317.3,1.0,1.0,2000-12-31,527,Terra,MODIS,68,6.2,299.1,8.2,D,0,High,0.5413686411212821
26.6203,95.2759,308.6,2.1,1.4,2000-12-27,410,Terra,MODIS,55,6.2,288.3,24.0,D,0,High,0.5413416658391775
25.8498,68.9386,303.2,1.8,1.3,2000-11-11,1813,Terra,MODIS,54,6.2,290.4,13.9,N,2,High,0.5412276596609743
22.7941,86.2112,302.8,1.0,1.0,2000-12-20,1639,Terra,MODIS,51,6.2,288.3,6.5,N,0,High,0.5410067097113178
21.7934,72.6482,305.2,1.0,1.0,2000-11-01,1735,Terra,MODIS,63,6.2,292.4,7.0,N,0,High,0.540787019915525
27.7206,93.937,314.2,1.0,1.0,2000-11-28,441,Terra,MODIS,74,6.2,291.2,13.0,D,0,High,0.5406570338746155
21.3167,76.9126,323.9,1.1,1.1,2000-11-27,539,Terra,MODIS,70,6.2,301.9,17.9,D,0,High,0.5404139231738245
25.8418,69.1024,308.5,1.0,1.0,2000-12-30,620,Terra,MODIS,54,6.2,293.3,6.0,D,0,High,0.5402495731933026
30.5446,79.7281,320.0,1.2,1.1,2000-12-22,530,Terra,MODIS,48,6.2,295.8,18.7,D,0,High,0.5400624011389658
19.1552,77.1625,325.2,1.1,1.0,2000-12-27,551,Terra,MODIS,76,6.2,303.4,18.3,D,0,High,0.5399818224644198
32.8884,72.6758,314.7,2.2,1.4,2000-12-26,643,Terra,MODIS,75,6.2,293.3,33.0,D,0,High,0.5395150221572099
18.5663,74.6393,320.7,1.1,1.1,2000-11-02,546,Terra,MODIS,61,6.2,301.7,10.0,D,0,High,0.5393098738616913
28.5061,70.044,322.5,1.0,1.0,2000-12-05,625,Terra,MODIS,71,6.2,299.7,16.0,D,0,High,0.5391635926298005
26.8131,95.2764,312.4,2.2,1.4,2000-12-26,505,Terra,MODIS,72,6.2,290.4,35.4,D,0,High,0.5383617036079925
18.4179,95.2665,321.4,1.1,1.0,2000-12-25,425,Terra,MODIS,77,6.2,298.5,15.2,D,0,High,0.5383018089759823
26.9355,95.3161,314.6,1.1,1.1,2000-12-21,447,Terra,MODIS,75,6.2,291.6,14.3,D,0,High,0.5380062180565945
21.3154,72.7538,325.1,1.6,1.2,2000-12-20,545,Terra,MODIS,73,6.2,303.4,31.8,D,0,High,0.5375615876922103
21.3247,72.8283,317.4,3.4,1.7,2000-11-13,527,Terra,MODIS,44,6.2,299.2,46.6,D,0,High,0.5374868103818465
21.7818,76.9647,303.7,1.0,1.0,2000-11-28,1716,Terra,MODIS,57,6.2,291.0,6.0,N,0,High,0.5374123349479717
28.7869,70.7066,309.9,1.0,1.0,2000-12-30,619,Terra,MODIS,58,6.2,292.8,7.8,D,0,High,0.5371752970709966
12.7686,77.7883,310.0,1.0,1.0,2000-11-27,541,Terra,MODIS,43,6.2,297.7,3.3,D,0,High,0.53715179246993
21.3611,77.0596,314.4,1.7,1.3,2000-12-15,526,Terra,MODIS,53,6.2,296.9,18.2,D,0,High,0.5371150679536851
17.0154,81.8102,318.8,1.4,1.2,2000-11-08,509,Terra,MODIS,60,6.2,300.1,10.9,D,0,High,0.537067919549747
25.4806,68.6322,311.7,1.4,1.2,2000-12-19,639,Terra,MODIS,49,6.2,295.4,11.1,D,0,High,0.5369870090764898
21.9091,72.6818,305.3,1.0,1.0,2000-11-01,1735,Terra,MODIS,64,6.2,292.6,7.0,N,0,High,0.5369114076765886
19.656,77.5029,326.1,1.0,1.0,2000-12-29,539,Terra,MODIS,77,6.2,303.8,17.1,D,0,High,0.5367590698746291
15.558,76.6156,321.0,1.0,1.0,2000-12-20,546,Terra,MODIS,66,6.2,302.8,10.8,D,0,High,0.5363984795005615
13.2226,75.2704,309.2,1.4,1.2,2000-12-09,605,Terra,MODIS,43,6.2,297.6,9.6,D,0,High,0.5357562458165593
21.2553,72.8914,327.6,1.1,1.0,2000-11-16,557,Terra,MODIS,63,6.2,304.9,19.1,D,0,High,0.5351129011760378
18.019,75.0069,317.8,1.0,1.0,2000-12-02,558,Terra,MODIS,64,6.2,300.5,7.8,D,0,High,0.5350391757943221
24.9668,68.3957,308.8,1.0,1.0,2000-12-30,620,Terra,MODIS,49,6.2,294.2,6.4,D,0,High,0.5347058630873035
33.3911,75.9563,304.8,1.2,1.1,2000-11-09,548,Terra,MODIS,47,6.2,287.5,6.1,D,0,High,0.5345423097659902
18.3828,84.0141,321.0,1.2,1.1,2000-12-31,526,Terra,MODIS,73,6.2,300.5,14.7,D,0,High,0.5343929473374932
18.7651,79.964,315.9,2.7,1.6,2000-11-01,503,Terra,MODIS,18,6.2,298.3,28.8,D,0,High,0.5342435533574039
28.545,70.0146,311.2,3.1,1.7,2000-12-20,543,Terra,MODIS,52,6.2,293.8,43.2,D,0,High,0.5338848023537373
28.5305,77.4705,316.1,1.1,1.0,2000-12-20,542,Terra,MODIS,71,6.2,295.2,12.1,D,0,High,0.5337461030537973
10.4813,76.0741,317.9,1.0,1.0,2000-12-13,541,Terra,MODIS,69,6.2,303.3,10.0,D,0,High,0.5335950852107394
25.5254,68.6777,315.5,1.1,1.0,2000-12-23,614,Terra,MODIS,61,6.2,297.6,10.9,D,0,High,0.5335158282275073
18.7387,78.0734,319.0,1.2,1.1,2000-11-25,552,Terra,MODIS,61,6.2,300.4,10.2,D,0,High,0.5334885493534347
28.8836,82.3999,309.6,1.2,1.1,2000-12-08,517,Terra,MODIS,21,6.2,290.7,11.6,D,0,High,0.5334252403524984
30.3618,70.8473,309.9,1.2,1.1,2000-11-26,632,Terra,MODIS,49,6.2,292.4,9.5,D,0,High,0.5326574905204893
27.208,91.3929,300.9,1.0,1.0,2000-12-24,1616,Terra,MODIS,35,6.2,285.1,6.8,N,0,High,0.532550790292641
28.7436,94.3279,313.2,1.3,1.1,2000-12-16,428,Terra,MODIS,73,6.2,290.6,18.5,D,0,High,0.5325282092756054
27.4307,88.0708,300.3,1.0,1.0,2000-11-08,506,Terra,MODIS,11,6.2,285.3,3.8,D,0,High,0.5323571139859414
17.187,81.38,324.1,1.1,1.0,2000-12-08,521,Terra,MODIS,77,6.2,303.2,14.2,D,0,High,0.5323533662661023
25.2165,68.7159,324.1,1.0,1.0,2000-12-14,620,Terra,MODIS,74,6.2,302.4,15.2,D,0,High,0.5322978095201645
25.3646,68.6579,313.4,1.7,1.3,2000-12-25,602,Terra,MODIS,51,6.2,296.6,16.4,D,0,High,0.5319198050655893
29.6388,82.2025,306.4,1.7,1.3,2000-11-16,555,Terra,MODIS,51,6.2,288.8,15.7,D,0,High,0.5316930794725371
25.3902,68.5765,313.7,1.0,1.0,2000-12-21,626,Terra,MODIS,59,6.2,296.8,8.7,D,0,High,0.5316130232150793
21.9062,72.7496,302.2,1.0,1.0,2000-11-24,1741,Terra,MODIS,47,6.2,291.2,5.3,N,2,High,0.53139410739619
21.6232,77.1771,321.5,2.8,1.6,2000-11-15,514,Terra,MODIS,70,6.2,300.8,60.1,D,0,High,0.5313832556293357
16.6419,74.5464,320.6,1.3,1.1,2000-11-27,540,Terra,MODIS,55,6.2,302.8,12.1,D,0,High,0.5311973469873034
27.5445,77.5125,320.0,1.0,1.0,2000-12-11,549,Terra,MODIS,74,6.2,297.8,13.4,D,0,High,0.5311295181672934
31.0828,78.2372,314.2,1.0,1.0,2000-12-18,554,Terra,MODIS,69,6.2,293.2,15.1,D,0,High,0.530986617400781
28.9612,79.4982,314.4,1.1,1.0,2000-12-27,548,Terra,MODIS,75,6.2,293.9,12.5,D,0,High,0.5309214731523633
13.3659,79.3846,315.4,1.7,1.3,2000-12-11,552,Terra,MODIS,64,6.2,300.4,16.7,D,0,High,0.530605827029298
16.4371,74.9946,315.7,1.1,1.0,2000-12-20,546,Terra,MODIS,45,6.2,300.2,7.9,D,0,High,0.5305134212266488
18.3733,84.0124,321.3,1.2,1.1,2000-12-31,526,Terra,MODIS,73,6.2,300.9,15.1,D,0,High,0.5297344994758509
25.1161,68.5524,313.7,1.4,1.2,2000-12-19,639,Terra,MODIS,56,6.2,297.0,12.8,D,0,High,0.5296125511662546
25.8511,68.9398,303.8,2.1,1.4,2000-11-03,1724,Terra,MODIS,57,6.2,291.3,18.7,N,2,High,0.5295873118748995
30.9383,74.1873,313.9,1.0,1.0,2000-12-09,600,Terra,MODIS,71,6.2,293.9,10.2,D,0,High,0.5295156382176787
21.2084,76.9605,301.8,1.1,1.0,2000-12-28,1728,Terra,MODIS,45,6.2,290.6,6.1,N,0,High,0.5293766300755138
18.0422,73.1338,316.5,1.7,1.3,2000-12-29,539,Terra,MODIS,46,6.2,300.4,16.4,D,0,High,0.5291686264454201
25.358,68.7066,318.5,1.1,1.1,2000-11-26,633,Terra,MODIS,58,6.2,299.5,11.1,D,0,High,0.5290773084032832
19.7403,73.5346,317.6,1.0,1.0,2000-12-02,557,Terra,MODIS,64,6.2,300.3,9.3,D,0,High,0.5290149759889844
29.8116,81.0399,309.0,1.2,1.1,2000-12-27,548,Terra,MODIS,48,6.2,290.5,13.9,D,0,High,0.5286731112762572
26.0392,94.4808,304.2,4.2,1.9,2000-11-13,525,Terra,MODIS,53,6.2,286.9,45.6,D,0,High,0.5282708687021167
30.3856,75.9023,308.0,1.0,1.0,2000-12-25,600,Terra,MODIS,66,6.2,290.7,8.0,D,0,High,0.5280955913686538
22.7926,86.2014,305.3,1.0,1.0,2000-12-20,1639,Terra,MODIS,64,6.2,290.3,8.0,N,0,High,0.5280843357332485
30.9777,78.2025,310.3,1.1,1.0,2000-12-20,542,Terra,MODIS,69,6.2,291.3,11.3,D,0,High,0.5280511369360191
22.5647,93.5185,309.4,1.0,1.0,2000-12-30,442,Terra,MODIS,64,6.2,291.3,9.0,D,0,High,0.5279367874030615
12.4862,76.6847,311.5,1.0,1.0,2000-12-20,547,Terra,MODIS,57,6.2,299.3,5.4,D,0,High,0.5274087722830746
20.1144,79.0272,305.6,1.1,1.0,2000-11-03,1722,Terra,MODIS,65,6.2,292.8,7.5,N,0,High,0.5272811565588466
29.4992,75.8405,316.0,1.0,1.0,2000-12-25,601,Terra,MODIS,74,6.2,295.4,11.5,D,0,High,0.5271904170228807
13.6385,78.4586,319.0,1.1,1.1,2000-12-15,528,Terra,MODIS,68,6.2,302.6,10.0,D,0,High,0.5270023914282661
29.0349,82.2148,307.9,1.3,1.1,2000-12-24,518,Terra,MODIS,46,6.2,290.1,10.7,D,0,High,0.5267029223697917
19.9106,96.2484,309.2,1.4,1.2,2000-11-25,413,Terra,MODIS,60,6.2,291.8,7.2,D,0,High,0.5263548688752597
17.1228,74.2046,320.0,1.0,1.0,2000-12-11,552,Terra,MODIS,65,6.2,302.6,11.8,D,0,High,0.5263415984604329
12.528,77.0167,311.9,1.1,1.0,2000-12-20,547,Terra,MODIS,57,6.2,299.5,6.1,D,0,High,0.5262003493159251
29.2951,82.9564,301.0,1.0,1.0,2000-12-22,530,Terra,MODIS,30,6.2,286.2,6.9,D,0,High,0.5258463102905178
27.8226,80.3053,315.0,1.6,1.2,2000-11-22,519,Terra,MODIS,69,6.2,294.8,17.6,D,0,High,0.5249986220016798
26.6424,79.4787,313.7,1.6,1.3,2000-12-25,601,Terra,MODIS,71,6.2,294.7,19.7,D,0,High,0.5248064816951772
30.708,76.2749,314.7,1.0,1.0,2000-12-09,600,Terra,MODIS,73,6.2,294.3,11.5,D,0,High,0.5244459417585298
21.9091,72.7561,303.6,1.4,1.2,2000-11-03,1723,Terra,MODIS,56,6.2,292.3,8.6,N,2,High,0.5243572818100622
27.4054,89.1092,308.8,3.6,1.8,2000-12-25,423,Terra,MODIS,65,6.2,290.0,52.5,D,0,High,0.5243275576990304
27.3805,68.4729,313.3,1.5,1.2,2000-12-10,644,Terra,MODIS,57,6.2,296.2,15.6,D,0,High,0.5242641296035592
28.5231,70.049,318.2,1.9,1.3,2000-11-16,556,Terra,MODIS,63,6.2,298.1,27.5,D,0,High,0.5242493364327563
32.3905,73.0325,309.0,1.1,1.0,2000-12-14,618,Terra,MODIS,68,6.2,291.2,8.4,D,0,High,0.5238599791545205
26.6328,95.2785,312.2,2.1,1.4,2000-12-27,410,Terra,MODIS,72,6.2,291.1,33.0,D,0,High,0.5238228970178103
27.8957,96.7794,309.2,1.3,1.1,2000-11-03,447,Terra,MODIS,66,6.2,288.8,13.7,D,0,High,0.5234144716863061
28.9697,82.1626,316.1,1.3,1.1,2000-12-24,518,Terra,MODIS,76,6.2,294.7,21.7,D,0,High,0.5233406709169678
12.6742,77.6791,312.5,1.1,1.1,2000-12-20,547,Terra,MODIS,56,6.2,299.8,6.2,D,0,High,0.5232199610546818
31.5756,77.5419,300.2,1.1,1.1,2000-12-20,542,Terra,MODIS,22,6.2,286.0,6.2,D,0,High,0.523198436815862
16.594,74.8892,317.9,1.5,1.2,2000-12-16,610,Terra,MODIS,64,6.2,301.7,17.4,D,0,High,0.5230440990422319
29.4284,81.7116,314.5,1.0,1.0,2000-12-22,530,Terra,MODIS,68,6.2,293.8,10.0,D,0,High,0.5227498935072569
16.4609,74.3022,318.3,1.4,1.2,2000-12-13,540,Terra,MODIS,63,6.2,302.1,12.2,D,0,High,0.5227070822736885
26.9049,95.4072,311.2,2.1,1.4,2000-12-27,410,Terra,MODIS,71,6.2,290.5,29.2,D,0,High,0.5226946143816349
21.7346,93.5183,301.6,1.1,1.0,2000-12-21,449,Terra,MODIS,44,6.2,287.7,5.0,D,0,High,0.5223609546406008
16.6299,80.498,311.3,1.0,1.0,2000-12-31,527,Terra,MODIS,39,6.2,297.2,5.0,D,0,High,0.5221981615795522
29.0256,82.8477,314.2,1.5,1.2,2000-11-25,549,Terra,MODIS,48,6.2,293.6,21.4,D,0,High,0.5220074471128034
30.383,79.4788,300.5,2.8,1.6,2000-12-14,618,Terra,MODIS,36,6.2,286.3,26.3,D,0,High,0.5216861073812846
25.1737,68.6351,317.1,1.3,1.1,2000-11-30,608,Terra,MODIS,62,6.2,299.2,14.7,D,0,High,0.5215298330103023
26.1647,68.2544,313.2,1.3,1.1,2000-12-19,638,Terra,MODIS,60,6.2,296.8,11.7,D,0,High,0.5214209253964743
30.1065,76.8658,307.5,1.4,1.2,2000-12-29,536,Terra,MODIS,65,6.2,290.7,12.0,D,0,High,0.5212652206827451
12.41,76.7489,310.7,1.3,1.1,2000-12-15,528,Terra,MODIS,46,6.2,299.2,6.7,D,0,High,0.5211221688797946
25.4798,68.803,306.9,1.0,1.0,2000-12-30,620,Terra,MODIS,42,6.2,293.6,5.3,D,0,High,0.521032583319297
21.9026,72.7626,302.9,1.0,1.0,2000-11-01,1735,Terra,MODIS,52,6.2,292.1,5.2,N,2,High,0.5210186396272153
17.1919,80.8798,308.8,2.9,1.6,2000-12-28,456,Terra,MODIS,52,6.2,295.6,19.0,D,0,High,0.5209534984724097
19.9511,74.5232,322.9,1.0,1.0,2000-12-27,551,Terra,MODIS,71,6.2,303.3,13.1,D,0,High,0.520943024953653
15.8452,76.7524,317.2,1.2,1.1,2000-12-22,534,Terra,MODIS,53,6.2,301.4,10.0,D,0,High,0.5209196706693308
27.8233,80.3115,314.8,1.6,1.2,2000-11-22,519,Terra,MODIS,69,6.2,294.9,16.5,D,0,High,0.520897816377279
19.1876,77.1012,331.0,1.0,1.0,2000-12-04,545,Terra,MODIS,81,6.2,307.5,20.5,D,0,High,0.5205929007671396
26.5534,68.049,317.2,1.1,1.0,2000-11-26,633,Terra,MODIS,55,6.2,298.9,7.8,D,0,High,0.5205251486973588
17.1907,81.9688,314.8,1.1,1.1,2000-11-04,534,Terra,MODIS,55,6.2,298.7,6.8,D,0,High,0.5203716575028632
18.1215,80.7069,319.5,1.0,1.0,2000-11-04,533,Terra,MODIS,67,6.2,301.1,10.2,D,0,High,0.5203153296381973
30.1113,76.8731,307.2,1.4,1.2,2000-12-29,536,Terra,MODIS,65,6.2,290.6,11.7,D,0,High,0.5199905698657572
32.7932,71.3868,310.8,1.2,1.1,2000-12-12,630,Terra,MODIS,65,6.2,292.5,10.9,D,0,High,0.5199829267188683
21.9823,93.1531,309.4,1.0,1.0,2000-12-30,442,Terra,MODIS,68,6.2,292.0,9.4,D,0,High,0.5197180296020452
31.1957,77.6772,306.9,1.3,1.1,2000-11-30,606,Terra,MODIS,29,6.2,289.9,10.5,D,0,High,0.5196967969271369
15.4277,76.9365,320.0,1.0,1.0,2000-11-27,540,Terra,MODIS,57,6.2,303.1,9.5,D,0,High,0.5196735032461187
21.1943,81.412,332.2,1.7,1.3,2000-11-08,508,Terra,MODIS,79,6.2,306.6,51.1,D,0,High,0.5194917355697609
19.3273,75.8909,318.4,2.7,1.6,2000-11-28,622,Terra,MODIS,65,6.2,300.9,33.4,D,0,High,0.5193489999987494
22.787,86.215,319.7,1.2,1.1,2000-11-01,501,Terra,MODIS,66,6.2,298.5,13.8,D,0,High,0.519190868472667
13.8949,75.7175,315.5,2.1,1.4,2000-12-24,522,Terra,MODIS,61,6.2,301.5,19.6,D,0,High,0.5186806136871054
27.7772,94.0572,308.1,1.0,1.0,2000-11-28,441,Terra,MODIS,66,6.2,289.0,7.8,D,0,High,0.5184591769569429
17.8976,75.136,313.6,1.3,1.1,2000-12-29,539,Terra,MODIS,39,6.2,299.1,7.9,D,0,High,0.5183451794775779
22.7885,86.2037,320.7,1.2,1.1,2000-11-01,501,Terra,MODIS,65,6.2,299.1,15.0,D,0,High,0.5179580144505176
12.5698,76.9257,312.6,1.0,1.0,2000-12-20,547,Terra,MODIS,60,6.2,300.3,6.5,D,0,High,0.5178024520301964
24.5161,68.1314,308.1,1.0,1.0,2000-12-30,621,Terra,MODIS,54,6.2,294.9,5.2,D,0,High,0.5177297860032495
26.8493,95.3925,303.2,1.7,1.3,2000-12-19,459,Terra,MODIS,34,6.2,286.5,12.0,D,0,High,0.5177257275595902
31.049,73.4179,314.8,1.1,1.1,2000-12-14,619,Terra,MODIS,71,6.2,295.1,11.9,D,0,High,0.51713979928715
19.0231,95.1433,302.5,1.0,1.0,2000-12-24,1614,Terra,MODIS,50,6.2,289.2,6.5,N,0,High,0.516886866947278
30.5469,79.4754,318.7,1.4,1.2,2000-12-25,600,Terra,MODIS,79,6.2,296.3,26.7,D,0,High,0.5167645481517491
22.4251,93.2769,308.9,1.0,1.0,2000-12-30,442,Terra,MODIS,19,6.2,291.7,7.6,D,0,High,0.5166204932666859
25.1173,68.8875,306.8,1.0,1.0,2000-12-30,620,Terra,MODIS,32,6.2,293.9,4.4,D,0,High,0.5164865844857759
31.5863,77.8311,313.8,1.6,1.3,2000-12-22,529,Terra,MODIS,44,6.2,293.6,22.5,D,0,High,0.5160616372946013
26.5005,94.9852,317.3,1.1,1.1,2000-12-16,429,Terra,MODIS,77,6.2,294.4,16.6,D,0,High,0.5157058303016931
13.0555,76.3246,314.4,1.2,1.1,2000-12-22,534,Terra,MODIS,60,6.2,301.3,5.9,D,0,High,0.5157030942931923
24.8709,69.0633,309.2,1.0,1.0,2000-12-30,620,Terra,MODIS,56,6.2,295.3,5.3,D,0,High,0.515585130385151
21.6633,76.7459,334.2,1.0,1.0,2000-11-25,551,Terra,MODIS,82,6.2,308.6,24.1,D,0,High,0.5153993310786241
21.606,74.2698,314.9,4.6,2.0,2000-11-15,514,Terra,MODIS,44,6.2,298.6,50.7,D,0,High,0.5152515515975871
28.7312,88.5528,302.0,1.0,1.0,2000-12-26,505,Terra,MODIS,33,6.2,286.5,4.6,D,0,High,0.5151810797369674
28.6805,96.0329,301.1,1.0,1.0,2000-12-14,440,Terra,MODIS,44,6.2,284.7,6.8,D,0,High,0.515119909382965
27.9264,96.9936,300.5,1.1,1.1,2000-12-14,441,Terra,MODIS,38,6.2,284.5,8.5,D,0,High,0.5148886151764104
26.729,90.8386,316.6,1.7,1.3,2000-12-08,518,Terra,MODIS,77,6.2,294.7,28.1,D,0,High,0.5146537582912646
24.7355,68.206,315.4,1.0,1.0,2000-12-21,627,Terra,MODIS,63,6.2,298.9,9.4,D,0,High,0.5143556176272148
